data_state,county,data_year,days_with_aqi,good_days,moderate_days,unhealthy_sensitive_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,ninetieth_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_so2,days_pm2,days_pm10
Indiana,Perry,12/31/2020,274,261,12,1,0,0,0,105,47,36,0,0,274,0,0,0
Indiana,Porter,12/31/2020,274,213,51,9,1,0,0,151,74,43,0,0,192,20,57,5
Indiana,Posey,12/31/2020,263,244,18,1,0,0,0,112,47,34,0,0,263,0,0,0
Indiana,Shelby,12/31/2020,274,255,18,1,0,0,0,115,48,34,0,0,274,0,0,0
Indiana,Spencer,12/31/2020,92,81,11,0,0,0,0,63,52,31,0,0,0,0,92,0
Indiana,St. Joseph,12/31/2020,274,215,55,3,1,0,0,162,58,41,0,1,195,0,78,0
Indiana,Sullivan,12/31/2020,31,27,4,0,0,0,0,53,51,29,0,0,0,0,31,0
Indiana,Tippecanoe,12/31/2020,236,172,64,0,0,0,0,69,56,37,0,0,0,0,236,0
Indiana,Vanderburgh,12/31/2020,275,235,38,2,0,0,0,101,55,39,1,0,201,0,73,0
Indiana,Vigo,12/31/2020,274,232,41,1,0,0,0,112,54,39,0,0,197,0,77,0
Indiana,Wabash,12/31/2020,242,217,25,0,0,0,0,97,51,38,0,0,242,0,0,0
Indiana,Warrick,12/31/2020,274,255,17,2,0,0,0,112,48,36,0,0,274,0,0,0
Indiana,Whitley,12/31/2020,237,181,56,0,0,0,0,76,56,40,0,0,0,0,237,0
Iowa,Black Hawk,12/31/2020,305,267,38,0,0,0,0,86,52,31,0,0,0,0,305,0
Iowa,Bremer,12/31/2020,244,232,12,0,0,0,0,87,45,35,0,0,244,0,0,0
Iowa,Cerro Gordo,12/31/2020,93,93,0,0,0,0,0,47,35,17,0,0,0,0,0,93
Iowa,Clinton,12/31/2020,304,244,60,0,0,0,0,87,58,38,0,0,178,1,125,0
Iowa,Harrison,12/31/2020,242,223,19,0,0,0,0,87,49,37,0,0,242,0,0,0
Iowa,Johnson,12/31/2020,301,243,58,0,0,0,0,89,56,33,0,0,0,0,301,0
Iowa,Lee,12/31/2020,91,82,9,0,0,0,0,60,50,30,0,0,0,0,91,0
Iowa,Linn,12/31/2020,305,231,73,1,0,0,0,105,58,39,0,0,132,8,165,0
Iowa,Montgomery,12/31/2020,305,271,34,0,0,0,0,73,51,36,0,0,177,0,128,0
Iowa,Muscatine,12/31/2020,305,269,35,1,0,0,0,124,52,29,0,0,0,4,296,5
Iowa,Palo Alto,12/31/2020,305,272,33,0,0,0,0,87,51,36,0,0,194,0,111,0
Iowa,Polk,12/31/2020,305,263,40,0,2,0,0,186,54,36,0,6,187,0,112,0
Iowa,Pottawattamie,12/31/2020,94,85,9,0,0,0,0,77,50,31,0,0,0,0,83,11
Iowa,Scott,12/31/2020,306,195,108,2,1,0,0,155,64,44,1,0,107,0,109,89
Iowa,Van Buren,12/31/2020,305,285,20,0,0,0,0,87,49,36,0,0,191,0,113,1
Iowa,Woodbury,12/31/2020,92,83,9,0,0,0,0,75,50,28,0,0,0,0,92,0
Kansas,Chase,12/31/2020,20,20,0,0,0,0,0,30,28,14,0,0,0,0,20,0
Kansas,Ford,12/31/2020,155,154,1,0,0,0,0,67,25,10,0,0,0,0,0,155
Kansas,Johnson,12/31/2020,182,157,25,0,0,0,0,95,54,35,0,0,130,0,52,0
Kansas,Leavenworth,12/31/2020,182,176,6,0,0,0,0,74,45,34,0,0,182,0,0,0
Kansas,Neosho,12/31/2020,182,154,26,2,0,0,0,106,54,39,0,0,108,0,73,1
Kansas,Sedgwick,12/31/2020,182,158,22,2,0,0,0,114,54,38,0,2,154,0,23,3
Kansas,Shawnee,12/31/2020,182,146,33,1,2,0,0,169,58,41,0,0,111,0,71,0
Kansas,Sherman,12/31/2020,182,177,5,0,0,0,0,92,32,12,0,0,0,0,0,182
Kansas,Sumner,12/31/2020,182,151,29,2,0,0,0,117,58,39,0,0,122,0,59,1
Kansas,Trego,12/31/2020,182,165,17,0,0,0,0,73,49,36,0,0,167,0,13,2
Kansas,Wyandotte,12/31/2020,183,114,67,2,0,0,0,107,61,45,1,5,69,0,106,2
Kentucky,Bell,12/31/2020,131,128,3,0,0,0,0,55,47,38,0,0,117,0,14,0
Kentucky,Boone,12/31/2020,119,111,8,0,0,0,0,87,48,36,0,0,119,0,0,0
Kentucky,Boyd,12/31/2020,187,178,9,0,0,0,0,84,46,36,0,7,105,0,69,6
Kentucky,Bullitt,12/31/2020,119,108,11,0,0,0,0,87,50,39,0,0,119,0,0,0
Kentucky,Campbell,12/31/2020,182,160,22,0,0,0,0,84,51,38,0,3,95,0,84,0
Kentucky,Carter,12/31/2020,148,148,0,0,0,0,0,49,44,34,0,0,116,0,26,6
Kentucky,Christian,12/31/2020,141,127,14,0,0,0,0,71,50,40,0,0,116,0,25,0
Kentucky,Daviess,12/31/2020,182,154,27,1,0,0,0,105,54,39,0,2,96,0,84,0
Kentucky,Edmonson,12/31/2020,245,237,8,0,0,0,0,64,46,34,4,0,236,0,5,0
Kentucky,Fayette,12/31/2020,187,171,16,0,0,0,0,80,50,38,0,7,92,0,83,5
Kentucky,Greenup,12/31/2020,181,180,1,0,0,0,0,61,43,31,0,0,121,60,0,0
Kentucky,Hancock,12/31/2020,122,112,10,0,0,0,0,97,47,39,0,0,122,0,0,0
Kentucky,Hardin,12/31/2020,182,162,20,0,0,0,0,80,51,39,0,0,98,0,84,0
Kentucky,Henderson,12/31/2020,180,167,12,1,0,0,0,114,33,1,0,0,0,180,0,0
Kentucky,Jefferson,12/31/2020,92,64,28,0,0,0,0,67,58,42,1,4,24,0,63,0
Kentucky,Jessamine,12/31/2020,180,173,7,0,0,0,0,77,46,32,0,0,122,58,0,0
Kentucky,Livingston,12/31/2020,132,121,10,1,0,0,0,105,49,39,0,0,119,0,0,13
Kentucky,McCracken,12/31/2020,187,154,32,1,0,0,0,111,57,40,0,6,96,0,80,5
Kentucky,Morgan,12/31/2020,243,239,4,0,0,0,0,64,45,35,0,0,243,0,0,0
Kentucky,Oldham,12/31/2020,118,106,12,0,0,0,0,97,51,40,0,0,118,0,0,0
Kentucky,Perry,12/31/2020,180,170,10,0,0,0,0,99,47,35,0,0,87,0,93,0
Kentucky,Pike,12/31/2020,181,176,5,0,0,0,0,92,45,33,0,0,103,0,78,0
Kentucky,Pulaski,12/31/2020,142,134,8,0,0,0,0,64,48,38,0,0,118,0,24,0
Kentucky,Simpson,12/31/2020,121,117,4,0,0,0,0,67,47,38,0,0,121,0,0,0
Kentucky,Trigg,12/31/2020,240,228,12,0,0,0,0,84,46,36,0,0,240,0,0,0
Kentucky,Warren,12/31/2020,182,157,25,0,0,0,0,97,53,39,0,0,75,0,107,0
Kentucky,Washington,12/31/2020,243,232,11,0,0,0,0,77,47,36,0,0,243,0,0,0
Louisiana,Ascension,12/31/2020,272,261,11,0,0,0,0,97,46,31,0,2,270,0,0,0
Louisiana,Bossier,12/31/2020,270,235,34,1,0,0,0,105,54,36,0,0,178,0,92,0
Louisiana,Caddo,12/31/2020,260,235,24,1,0,0,0,126,50,35,0,0,199,0,61,0
Louisiana,Calcasieu,12/31/2020,263,181,81,1,0,0,0,116,62,43,0,0,121,5,137,0
Louisiana,East Baton Rouge,12/31/2020,275,228,44,3,0,0,0,119,60,39,1,4,178,2,89,1
Louisiana,Iberville,12/31/2020,274,237,34,3,0,0,0,136,58,36,0,0,257,0,17,0
Louisiana,Jefferson,12/31/2020,274,224,50,0,0,0,0,87,57,39,0,1,198,0,75,0
Louisiana,Lafayette,12/31/2020,272,213,58,1,0,0,0,120,58,40,0,0,161,0,111,0
Louisiana,Lafourche,12/31/2020,274,212,62,0,0,0,0,90,57,41,0,0,130,0,144,0
Louisiana,Livingston,12/31/2020,265,205,59,1,0,0,0,105,58,40,0,0,126,0,139,0
Louisiana,Orleans,12/31/2020,275,249,26,0,0,0,0,88,47,27,3,93,0,0,170,9
Louisiana,Ouachita,12/31/2020,274,260,14,0,0,0,0,71,45,33,0,0,257,0,17,0
Louisiana,Pointe Coupee,12/31/2020,273,255,18,0,0,0,0,100,47,32,0,0,273,0,0,0
Louisiana,Rapides,12/31/2020,61,57,3,1,0,0,0,103,47,22,0,0,0,0,61,0
Louisiana,St. Bernard,12/31/2020,270,220,50,0,0,0,0,91,58,41,0,0,160,17,92,1
Louisiana,St. Charles,12/31/2020,274,262,12,0,0,0,0,77,29,3,0,0,0,274,0,0
Louisiana,St. James,12/31/2020,274,269,5,0,0,0,0,80,45,28,0,0,265,9,0,0
Louisiana,St. John the Baptist,12/31/2020,268,259,9,0,0,0,0,80,46,31,0,0,268,0,0,0
Louisiana,St. Martin,12/31/2020,271,252,19,0,0,0,0,87,48,33,0,0,271,0,0,0
Louisiana,St. Tammany,12/31/2020,273,233,40,0,0,0,0,90,54,37,0,0,187,0,86,0
Louisiana,Tangipahoa,12/31/2020,61,55,6,0,0,0,0,63,49,25,0,0,0,0,61,0
Louisiana,Terrebonne,12/31/2020,61,57,4,0,0,0,0,68,42,24,0,0,0,0,61,0
Louisiana,West Baton Rouge,12/31/2020,274,252,18,4,0,0,0,111,49,33,0,18,197,17,42,0
Maine,Androscoggin,12/31/2020,305,294,11,0,0,0,0,64,44,31,0,0,191,0,112,2
Maine,Aroostook,12/31/2020,274,249,24,0,1,0,0,189,50,34,0,0,173,0,77,24
Maine,Cumberland,12/31/2020,306,270,36,0,0,0,0,74,52,38,1,4,214,0,87,0
Maine,Hancock,12/31/2020,306,279,26,1,0,0,0,105,50,36,1,0,300,0,5,0
Maine,Kennebec,12/31/2020,215,212,3,0,0,0,0,64,44,35,0,4,197,0,14,0
Maine,Knox,12/31/2020,148,142,6,0,0,0,0,71,45,31,0,0,148,0,0,0
Maine,Oxford,12/31/2020,270,267,3,0,0,0,0,57,44,34,0,0,228,0,42,0
Maine,Penobscot,12/31/2020,305,295,10,0,0,0,0,73,44,31,0,0,209,0,94,2
Maine,Washington,12/31/2020,278,276,2,0,0,0,0,61,44,35,0,0,278,0,0,0
Maine,York,12/31/2020,235,223,12,0,0,0,0,87,47,39,0,0,235,0,0,0
Maryland,Allegany,12/31/2020,156,156,0,0,0,0,0,9,3,1,0,0,0,156,0,0
Maryland,Anne Arundel,12/31/2020,296,269,25,2,0,0,0,108,50,38,0,0,240,44,0,12
Maryland,Baltimore,12/31/2020,304,260,42,2,0,0,0,105,54,39,0,11,245,0,48,0
Maryland,Baltimore (City),12/31/2020,271,245,26,0,0,0,0,97,49,35,0,68,142,0,60,1
Maryland,Calvert,12/31/2020,207,204,3,0,0,0,0,67,45,36,0,0,207,0,0,0
Maryland,Carroll,12/31/2020,211,194,17,0,0,0,0,84,49,41,0,0,211,0,0,0
Maryland,Cecil,12/31/2020,301,281,20,0,0,0,0,97,48,35,0,0,228,0,73,0
Maryland,Charles,12/31/2020,205,204,1,0,0,0,0,58,45,36,0,0,205,0,0,0
Maryland,Dorchester,12/31/2020,273,260,13,0,0,0,0,84,48,37,0,0,268,0,5,0
Maryland,Frederick,12/31/2020,205,185,20,0,0,0,0,90,50,41,0,0,205,0,0,0
Maryland,Garrett,12/31/2020,273,265,8,0,0,0,0,71,46,38,1,0,258,0,14,0
Maryland,Harford,12/31/2020,303,264,38,1,0,0,0,119,54,39,0,0,237,0,66,0
Maryland,Howard,12/31/2020,273,263,10,0,0,0,0,68,43,28,2,94,0,0,177,0
Maryland,Kent,12/31/2020,271,259,12,0,0,0,0,100,47,37,0,0,208,0,63,0
Maryland,Montgomery,12/31/2020,299,287,12,0,0,0,0,77,45,33,0,0,223,0,76,0
Maryland,Prince George's,12/31/2020,305,281,23,1,0,0,0,105,49,37,0,3,279,0,23,0
Maryland,Washington,12/31/2020,303,275,28,0,0,0,0,74,49,38,0,0,219,0,84,0
Massachusetts,Barnstable,12/31/2020,203,196,5,2,0,0,0,108,46,38,0,0,200,0,3,0
Massachusetts,Berkshire,12/31/2020,224,202,22,0,0,0,0,80,50,38,0,0,157,0,67,0
Massachusetts,Bristol,12/31/2020,213,173,37,3,0,0,0,119,56,42,0,0,141,0,72,0
Massachusetts,Dukes,12/31/2020,210,203,6,1,0,0,0,126,46,40,0,0,210,0,0,0
Massachusetts,Essex,12/31/2020,219,199,20,0,0,0,0,77,50,38,0,5,158,0,56,0
Massachusetts,Franklin,12/31/2020,223,200,23,0,0,0,0,84,51,38,0,0,131,0,92,0
Massachusetts,Hampden,12/31/2020,224,189,35,0,0,0,0,99,55,41,0,2,141,0,81,0
Massachusetts,Hampshire,12/31/2020,219,203,16,0,0,0,0,84,49,38,0,8,147,0,57,7
Massachusetts,Middlesex,12/31/2020,213,197,16,0,0,0,0,90,48,39,0,8,165,0,40,0
Massachusetts,Norfolk,12/31/2020,213,213,0,0,0,0,0,50,42,33,0,7,183,0,23,0
Massachusetts,Plymouth,12/31/2020,219,199,20,0,0,0,0,80,49,40,0,0,143,0,76,0
Massachusetts,Suffolk,12/31/2020,224,205,19,0,0,0,0,79,49,38,0,27,101,0,96,0
Massachusetts,Worcester,12/31/2020,219,192,27,0,0,0,0,90,52,40,0,6,144,0,63,6
Michigan,Allegan,12/31/2020,175,158,13,4,0,0,0,136,50,38,0,0,123,0,52,0
Michigan,Bay,12/31/2020,181,177,4,0,0,0,0,55,38,19,0,0,0,0,181,0
Michigan,Benzie,12/31/2020,138,127,9,1,1,0,0,164,46,37,0,0,138,0,0,0
Michigan,Berrien,12/31/2020,134,119,9,6,0,0,0,150,51,39,0,0,134,0,0,0
Michigan,Cass,12/31/2020,132,113,15,4,0,0,0,122,61,40,0,0,132,0,0,0
Michigan,Clinton,12/31/2020,133,125,8,0,0,0,0,90,47,37,0,0,133,0,0,0
Michigan,Genesee,12/31/2020,182,161,20,1,0,0,0,126,51,38,0,0,128,0,54,0
Michigan,Huron,12/31/2020,139,127,8,4,0,0,0,150,50,38,0,0,139,0,0,0
Michigan,Ingham,12/31/2020,182,165,17,0,0,0,0,74,50,35,0,3,133,0,46,0
Michigan,Kalamazoo,12/31/2020,181,159,18,4,0,0,0,115,54,39,0,0,122,0,59,0
Michigan,Kent,12/31/2020,183,152,26,5,0,0,0,143,58,38,2,0,133,0,48,0
Michigan,Keweenaw,12/31/2020,20,20,0,0,0,0,0,35,30,8,0,0,0,0,20,0
Michigan,Lenawee,12/31/2020,182,149,32,1,0,0,0,122,56,39,0,0,102,0,80,0
Michigan,Macomb,12/31/2020,153,134,13,6,0,0,0,126,55,37,0,0,134,0,19,0
Michigan,Manistee,12/31/2020,38,36,2,0,0,0,0,55,40,18,0,0,0,0,38,0
Michigan,Mason,12/31/2020,224,202,20,1,1,0,0,159,50,38,0,0,224,0,0,0
Michigan,Missaukee,12/31/2020,273,246,26,1,0,0,0,105,50,35,0,12,211,0,50,0
Michigan,Monroe,12/31/2020,198,196,2,0,0,0,0,66,19,1,0,0,0,152,0,46
Michigan,Muskegon,12/31/2020,124,106,14,4,0,0,0,143,64,39,0,0,124,0,0,0
Michigan,Oakland,12/31/2020,154,132,19,3,0,0,0,122,58,37,0,0,128,0,26,0
Michigan,Ottawa,12/31/2020,182,159,18,5,0,0,0,150,55,36,0,35,121,4,21,1
Michigan,Schoolcraft,12/31/2020,163,155,5,3,0,0,0,133,45,38,0,0,136,0,27,0
Michigan,St. Clair,12/31/2020,182,155,25,2,0,0,0,105,56,37,0,0,103,18,61,0
Michigan,Tuscola,12/31/2020,222,210,10,2,0,0,0,101,46,35,0,0,222,0,0,0
Michigan,Washtenaw,12/31/2020,244,199,42,3,0,0,0,126,57,39,0,0,193,0,51,0
Michigan,Wayne,12/31/2020,183,108,73,2,0,0,0,108,67,47,1,7,62,3,110,0
Michigan,Wexford,12/31/2020,237,223,14,0,0,0,0,100,46,36,0,0,237,0,0,0
Minnesota,Anoka,12/31/2020,183,161,22,0,0,0,0,87,52,38,1,9,116,0,57,0
Minnesota,Becker,12/31/2020,182,166,15,1,0,0,0,101,48,36,0,0,115,0,67,0
Minnesota,Beltrami,12/31/2020,180,177,3,0,0,0,0,73,40,24,0,0,0,0,180,0
Minnesota,Carlton,12/31/2020,178,175,3,0,0,0,0,84,44,32,0,0,105,0,73,0
Minnesota,Cass,12/31/2020,176,172,4,0,0,0,0,70,30,17,0,0,0,0,176,0
Minnesota,Cook,12/31/2020,182,180,2,0,0,0,0,53,21,10,0,0,0,0,182,0
Minnesota,Crow Wing,12/31/2020,182,174,8,0,0,0,0,76,44,32,0,0,96,0,86,0
Minnesota,Dakota,12/31/2020,183,163,20,0,0,0,0,74,51,31,1,12,0,1,169,0
Minnesota,Goodhue,12/31/2020,108,100,8,0,0,0,0,87,50,40,0,0,108,0,0,0
Minnesota,Hennepin,12/31/2020,183,128,55,0,0,0,0,77,58,40,1,5,12,0,120,45
Minnesota,Lake,12/31/2020,182,175,7,0,0,0,0,71,43,35,0,0,112,0,70,0
Minnesota,Lyon,12/31/2020,179,165,14,0,0,0,0,80,48,35,0,0,107,0,72,0
Minnesota,Mille Lacs,12/31/2020,91,91,0,0,0,0,0,45,44,38,0,0,91,0,0,0
Minnesota,Olmsted,12/31/2020,182,151,31,0,0,0,0,100,55,38,0,0,109,0,73,0
Minnesota,Ramsey,12/31/2020,182,162,20,0,0,0,0,72,52,32,0,0,0,0,167,15
Minnesota,Saint Louis,12/31/2020,242,222,19,1,0,0,0,104,49,38,0,1,177,0,61,3
Minnesota,Scott,12/31/2020,182,168,14,0,0,0,0,71,48,34,0,0,126,0,56,0
Minnesota,Stearns,12/31/2020,182,165,17,0,0,0,0,80,50,37,0,0,106,0,76,0
Minnesota,Washington,12/31/2020,182,177,5,0,0,0,0,77,44,23,0,0,93,89,0,0
Minnesota,Winona,12/31/2020,20,19,1,0,0,0,0,52,40,21,0,0,0,0,20,0
Minnesota,Wright,12/31/2020,173,155,18,0,0,0,0,77,51,36,0,0,100,0,73,0
Mississippi,Bolivar,12/31/2020,274,224,50,0,0,0,0,85,55,40,0,0,135,0,139,0
Mississippi,DeSoto,12/31/2020,273,229,44,0,0,0,0,100,54,38,0,0,128,0,145,0
Mississippi,Forrest,12/31/2020,274,219,55,0,0,0,0,97,58,34,0,0,0,0,274,0
Mississippi,Hancock,12/31/2020,266,226,40,0,0,0,0,84,53,37,0,0,126,0,140,0
Mississippi,Harrison,12/31/2020,267,197,69,1,0,0,0,101,61,42,0,0,98,0,169,0
Mississippi,Hinds,12/31/2020,285,203,81,1,0,0,0,114,60,43,1,2,87,0,195,0
Mississippi,Jackson,12/31/2020,271,220,51,0,0,0,0,84,56,40,0,2,130,0,139,0
Mississippi,Lauderdale,12/31/2020,209,209,0,0,0,0,0,50,43,32,0,0,209,0,0,0
Mississippi,Lee,12/31/2020,205,204,1,0,0,0,0,54,45,36,0,0,205,0,0,0
Mississippi,Yalobusha,12/31/2020,227,224,3,0,0,0,0,51,44,33,0,0,227,0,0,0
Missouri,Andrew,12/31/2020,153,134,19,0,0,0,0,77,51,40,0,0,153,0,0,0
Missouri,Boone,12/31/2020,153,144,9,0,0,0,0,93,45,36,0,0,153,0,0,0
Missouri,Buchanan,12/31/2020,212,180,31,1,0,0,0,126,53,31,0,0,0,0,175,37
Missouri,Callaway,12/31/2020,153,142,11,0,0,0,0,87,46,38,0,0,153,0,0,0
Missouri,Cass,12/31/2020,211,190,19,2,0,0,0,105,50,39,0,0,133,0,78,0
Missouri,Cedar,12/31/2020,199,177,22,0,0,0,0,99,51,39,0,0,130,0,69,0
Missouri,Clay,12/31/2020,213,182,30,1,0,0,0,101,61,38,0,0,138,0,75,0
Missouri,Clinton,12/31/2020,153,138,15,0,0,0,0,87,50,40,0,0,153,0,0,0
Missouri,Franklin,12/31/2020,182,179,3,0,0,0,0,94,21,1,0,0,0,182,0,0
Missouri,Greene,12/31/2020,213,189,23,1,0,0,0,116,51,38,0,0,114,0,98,1
Missouri,Iron,12/31/2020,213,194,19,0,0,0,0,97,49,19,0,0,0,213,0,0
Missouri,Jackson,12/31/2020,214,156,55,2,1,0,0,157,59,39,1,19,0,0,164,30
Missouri,Jasper,12/31/2020,213,186,27,0,0,0,0,82,51,38,0,0,136,0,0,77
Missouri,Jefferson,12/31/2020,213,182,29,2,0,0,0,141,56,41,0,0,110,2,98,3
Missouri,Lincoln,12/31/2020,153,138,14,1,0,0,0,108,49,39,0,0,153,0,0,0
Missouri,Monroe,12/31/2020,213,207,6,0,0,0,0,84,44,33,0,0,210,0,0,3
Missouri,New Madrid,12/31/2020,182,22,38,77,45,0,0,200,169,119,0,0,0,182,0,0
Missouri,Perry,12/31/2020,153,139,14,0,0,0,0,97,50,40,0,0,153,0,0,0
Missouri,Saint Charles,12/31/2020,213,187,23,3,0,0,0,112,54,37,0,0,150,63,0,0
Missouri,Saint Louis,12/31/2020,213,165,42,6,0,0,0,144,67,42,0,7,130,0,76,0
Missouri,Sainte Genevieve,12/31/2020,153,138,15,0,0,0,0,87,50,38,0,0,153,0,0,0
Missouri,St. Louis City,12/31/2020,214,142,68,3,1,0,0,155,64,45,1,7,93,0,101,12
Missouri,Stoddard,12/31/2020,18,18,0,0,0,0,0,34,25,17,0,0,0,0,18,0
Missouri,Taney,12/31/2020,20,20,0,0,0,0,0,24,20,13,0,0,0,0,20,0
Montana,Cascade,12/31/2020,207,205,2,0,0,0,0,62,31,18,0,0,0,0,207,0
Montana,Fergus,12/31/2020,213,210,3,0,0,0,0,71,45,39,0,0,204,0,9,0
Montana,Flathead,12/31/2020,244,229,15,0,0,0,0,91,47,35,0,0,204,0,17,23
Montana,Gallatin,12/31/2020,245,237,4,4,0,0,0,131,31,16,4,10,0,0,231,0
Montana,Lake,12/31/2020,20,20,0,0,0,0,0,8,5,1,0,0,0,0,20,0
Montana,Lewis and Clark,12/31/2020,214,198,16,0,0,0,0,67,49,41,1,0,190,0,23,0
Montana,Lincoln,12/31/2020,213,141,71,1,0,0,0,107,66,33,0,0,0,0,206,7
Montana,Missoula,12/31/2020,213,159,53,1,0,0,0,105,66,42,0,0,127,0,86,0
Montana,Phillips,12/31/2020,213,204,8,1,0,0,0,104,44,35,0,0,191,0,8,14
Montana,Powder River,12/31/2020,198,174,24,0,0,0,0,84,51,40,0,0,155,0,33,10
Montana,Powell,12/31/2020,19,19,0,0,0,0,0,11,7,3,0,0,0,0,19,0
Montana,Ravalli,12/31/2020,213,210,3,0,0,0,0,57,21,8,0,0,0,0,213,0
Montana,Richland,12/31/2020,213,210,3,0,0,0,0,64,46,38,0,0,203,0,10,0
Montana,Roosevelt,12/31/2020,19,19,0,0,0,0,0,20,15,7,0,0,0,0,19,0
Montana,Rosebud,12/31/2020,190,188,2,0,0,0,0,55,45,39,0,0,184,0,5,1
Montana,Sanders,12/31/2020,213,212,1,0,0,0,0,52,33,19,0,0,0,0,203,10
Montana,Sheridan,12/31/2020,20,20,0,0,0,0,0,25,13,7,0,0,0,0,20,0
Montana,Silver Bow,12/31/2020,213,206,7,0,0,0,0,85,35,15,0,0,0,0,92,121
Montana,Yellowstone,12/31/2020,213,206,6,0,1,0,0,160,37,20,0,0,0,5,208,0
Nebraska,Cass,12/31/2020,301,295,6,0,0,0,0,57,29,14,0,0,0,0,0,301
Nebraska,Douglas,12/31/2020,275,238,35,1,1,0,0,156,54,37,1,0,158,13,94,9
Nebraska,Hall,12/31/2020,285,263,22,0,0,0,0,85,44,19,0,0,0,0,285,0
Nebraska,Knox,12/31/2020,243,221,22,0,0,0,0,84,50,38,0,0,243,0,0,0
Nebraska,Lancaster,12/31/2020,244,237,7,0,0,0,0,74,45,32,0,0,171,44,29,0
Nebraska,Sarpy,12/31/2020,237,205,30,2,0,0,0,149,52,30,0,0,0,0,237,0
Nebraska,Scotts Bluff,12/31/2020,209,155,52,2,0,0,0,122,59,38,0,0,0,0,209,0
Nebraska,Thomas,12/31/2020,20,20,0,0,0,0,0,23,23,7,0,0,0,0,20,0
Nebraska,Washington,12/31/2020,83,79,4,0,0,0,0,66,42,22,0,0,0,0,83,0
Nevada,Carson City,12/31/2020,182,171,11,0,0,0,0,100,48,40,0,0,151,0,31,0
Nevada,Churchill,12/31/2020,179,170,9,0,0,0,0,90,47,41,0,0,179,0,0,0
Nevada,Clark,12/31/2020,275,93,163,17,2,0,0,174,93,58,1,13,203,0,53,5
Nevada,Douglas,12/31/2020,182,179,3,0,0,0,0,55,28,12,0,0,0,0,182,0
Nevada,Elko,12/31/2020,179,177,2,0,0,0,0,86,25,13,0,0,0,0,0,179
Nevada,Lyon,12/31/2020,179,175,4,0,0,0,0,87,46,38,0,0,178,0,0,1
Nevada,Nye,12/31/2020,182,176,6,0,0,0,0,97,29,15,0,0,0,0,0,182
Nevada,Washoe,12/31/2020,245,177,57,6,5,0,0,163,74,45,1,3,209,0,30,2
Nevada,White Pine,12/31/2020,240,184,53,3,0,0,0,136,67,45,0,0,240,0,0,0
New Hampshire,Belknap,12/31/2020,177,176,1,0,0,0,0,61,44,36,0,0,118,0,59,0
New Hampshire,Cheshire,12/31/2020,182,172,10,0,0,0,0,66,45,37,0,0,147,0,35,0
New Hampshire,Coos,12/31/2020,182,157,25,0,0,0,0,74,54,45,0,0,182,0,0,0
New Hampshire,Grafton,12/31/2020,244,242,2,0,0,0,0,57,42,35,0,0,232,0,12,0
New Hampshire,Hillsborough,12/31/2020,183,179,4,0,0,0,0,74,46,40,1,0,182,0,0,0
New Hampshire,Merrimack,12/31/2020,182,180,2,0,0,0,0,71,44,37,0,0,121,61,0,0
New Hampshire,Rockingham,12/31/2020,183,163,20,0,0,0,0,67,51,40,1,0,153,0,29,0
New Jersey,Atlantic,12/31/2020,182,174,8,0,0,0,0,90,44,34,0,0,147,1,34,0
New Jersey,Bergen,12/31/2020,183,154,29,0,0,0,0,84,55,39,1,30,99,0,53,0
New Jersey,Camden,12/31/2020,183,161,22,0,0,0,0,83,53,39,1,5,122,0,55,0
New Jersey,Cumberland,12/31/2020,182,166,16,0,0,0,0,71,50,40,0,0,125,0,57,0
New Jersey,Essex,12/31/2020,183,157,26,0,0,0,0,84,54,39,2,34,92,0,55,0
New Jersey,Gloucester,12/31/2020,99,93,6,0,0,0,0,93,48,40,0,0,99,0,0,0
New Jersey,Hudson,12/31/2020,182,164,18,0,0,0,0,83,50,38,0,43,102,1,36,0
New Jersey,Hunterdon,12/31/2020,182,166,16,0,0,0,0,77,50,38,0,0,136,0,46,0
New Jersey,Mercer,12/31/2020,242,211,30,1,0,0,0,112,53,39,0,0,202,0,40,0
New Jersey,Middlesex,12/31/2020,181,164,16,1,0,0,0,112,49,38,0,6,124,0,51,0
New Jersey,Monmouth,12/31/2020,122,115,7,0,0,0,0,67,46,38,0,0,122,0,0,0
New Jersey,Morris,12/31/2020,182,174,8,0,0,0,0,84,45,37,0,6,176,0,0,0
New Jersey,Ocean,12/31/2020,122,118,4,0,0,0,0,80,46,39,0,0,118,0,4,0
New Jersey,Passaic,12/31/2020,122,118,4,0,0,0,0,100,46,39,0,0,122,0,0,0
New Jersey,Union,12/31/2020,183,163,20,0,0,0,0,80,51,35,3,76,0,0,104,0
New Jersey,Warren,12/31/2020,182,166,16,0,0,0,0,90,49,35,0,15,121,0,46,0
New Mexico,Bernalillo,12/31/2020,183,103,80,0,0,0,0,99,65,50,1,0,126,0,26,30
New Mexico,Catron,12/31/2020,20,20,0,0,0,0,0,9,9,4,0,0,0,0,20,0
New Mexico,Chaves,12/31/2020,20,20,0,0,0,0,0,40,26,10,0,0,0,0,20,0
New Mexico,Dona Ana,12/31/2020,274,171,92,8,1,1,1,346,73,48,0,4,142,0,49,79
New Mexico,Eddy,12/31/2020,240,162,73,5,0,0,0,115,71,47,0,0,239,0,1,0
New Mexico,Lea,12/31/2020,182,174,8,0,0,0,0,67,48,39,0,4,170,0,8,0
